question,response_time_sec,session_id
"['SESSION', 'STARTED', 'AT', '12:48', 'PM', 'Hello', ',', 'Angeline', '!', 'Welcome', 'back', 'to', 'Yup', '!', 'My', 'name', 'is', 'Mr.', 'Varma', 'and', 'I', 'will', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'How', 'are', 'you', '?']",26,336664
"['I', 'am', 'doing', 'good', '!', 'Thank', 'you', '!', 'Which', 'question', 'would', 'you', 'like', 'to', 'get', 'started', 'with', '?']",16,336664
"['Okay', '.', 'How', 'far', 'you', 'have', 'gotten', 'on', 'this', 'problem', '?']",13,336664
"['No', 'worries', '😌', 'your', 'tutor', 'can', 'help', 'you', 'from', 'the', 'beginning', '!', 'SESSION', 'STARTED', 'AT', '10:40', 'AM', 'Hello', 'Danielle', '!', 'Welcome', 'to', 'Yup', '!', 'I', '’m', 'Mr.', 'Kamireddy', 'and', 'I', '’ll', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'How', 'are', 'you', 'today', '?']",19,336775
"['<url>', 'YOUR', 'PLAN', 'HAS', '5', 'MINS', 'LEFT', '.', 'AFTER', 'THAT', 'SWITCHING', 'TO', '49¢/MIN', '.', 'Why', 'do', 'we', 'take', 'it', 'other', 'side', '?', 'We', 'are', 'just', 'adding', '25', 'on', 'both', 'sides', 'to', 'complete', 'the', 'squares', '.', 'We', 'do', 'not', 'bring', '-4', 'to', 'left', 'side', '.', 'Can', 'you', 'try', 'it', 'now', '?']",92,336775
"['And', 'can', 'you', 'check', 'last', 'step', '?', 'Now', 'it', ""'s"", 'perfect', '!']",44,336775
"['Hello', 'Aolanis', '!', 'HEADS', 'UP', '!', 'OUT', 'OF', 'MINUTES', 'IN', '5', 'MINS', '.', 'Welcome', 'back', 'to', 'Yup', '!', 'I', '’m', 'Ms.', 'Nguyen', 'and', 'I', '’ll', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'How', 'are', 'you', 'today', '?']",33,336890
"['I', ""'ve"", 'looked', 'over', 'your', 'problem', '.', 'How', 'much', 'progress', 'have', 'you', 'made', 'on', 'that', 'problem', '?']",17,336890
"['That', ""'s"", 'right', '!', 'Which', 'row', 'would', 'we', 'add', 'them', 'up', '?']",22,336890
"['Totally', 'ok', '-', 'you', 'and', 'your', 'tutor', 'can', 'start', 'at', 'the', 'beginning', '.', 'The', 'magic', 'will', 'still', 'happen', '✨', 'TUTOR', 'FOUND', ',', 'NOW', 'REVIEWING', 'PROBLEM', 'AT', 'NO', 'CHARGE', 'SESSION', 'STARTED', 'AT', '5:53', 'PM', 'Hi', '!', 'My', 'name', 'is', 'Mr.', 'Lorent', 'and', 'I', 'will', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'How', 'are', 'you', '?']",25,337027
"['Your', 'example', 'fits', 'the', 'definition', 'of', 'a', 'trend', 'line', 'Is', 'that', 'what', 'you', 'need', 'to', 'know', '?']",30,337027
"['Yes', 'Very', 'good', '!', 'Do', 'you', 'have', 'any', 'questions', 'on', 'that', '?']",73,337027
"['SESSION', 'STARTED', 'AT', '8:14', 'PM', 'Hi', '!', 'My', 'name', 'is', 'Mr.', 'Cornelis', 'and', 'I', 'will', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'How', 'are', 'you', '?']",10,337213
"['Good', '-', 'how', 'can', 'I', 'help', 'you', '?', 'Do', 'you', 'have', 'a', 'problem', 'you', ""'d"", 'like', 'to', 'work', 'on', '?']",11,337213
"['Thanks', 'for', 'the', 'info', '!', 'Have', 'you', 'made', 'any', 'progress', 'so', 'far', '?']",22,337213
"['Hi', 'Kristen', '!', 'My', 'name', 'is', 'Mr.', 'Mir', 'and', 'I', 'will', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'How', 'are', 'you', '?']",34,337368
"['I', ""'m"", 'doing', 'well', '!', 'How', 'much', 'progress', 'have', 'you', 'made', 'for', 'this', 'one', '?']",17,337368
"['Okay', '!', 'I', 'have', 'reviewed', 'your', 'problem', '.', 'We', 'will', 'find', 'the', 'answer', 'together', 'in', 'no', 'time', '!', 'Are', 'you', 'ready', 'to', 'begin', 'now', '?']",51,337368
"['Sure', '!', 'Asking', '❓', 'is', 'a', 'great', 'way', 'to', 'make', 'sure', 'you', 'understand', 'what', 'is', 'going', 'on', '.', 'Now', 'you', '’re', 'in', 'pretty', 'good', 'shape', '.', 'Your', 'tutor', 'will', 'be', 'ready', 'to', 'connect', 'really', 'soon', '.', 'So', 'exciting', '!', '🎉', 'SESSION', 'STARTED', 'AT', '8:50', 'PM', 'My', 'name', 'is', 'Mr.', 'Yook', 'and', 'I', 'will', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'How', 'are', 'you', 'today', '?']",7,337472
"['This', 'looks', 'like', 'an', 'interesting', 'problem', '.', 'Let', ""'s"", 'work', 'together', 'to', 'solve', 'it', 'quickly', ':)', 'Are', 'you', 'ready', 'to', 'begin', 'now', '?']",8,337472
"['So', 'I', 'see', 'you', 'have', 'some', 'work', 'prior', 'to', 'this', '.', 'Could', 'you', 'tell', 'me', 'what', 'you', 'were', 'thinking', 'to', 'do', 'before', '?']",13,337472
"['Sure', '!', 'Let', 'the', 'tutor', 'know', 'whenever', 'something', 'does', 'not', 'make', 'sense', '.', 'They', 'are', 'there', 'to', 'help', 'you', '!', '✨', 'Okay', 'looks', 'like', 'you', '’re', 'ready', 'to', 'go', '😇', 'It', 'should', 'n’t', 'be', 'too', 'much', 'longer', '.', 'Ca', 'n’t', 'wait', 'for', 'you', 'to', 'get', 'your', 'learn', 'on', '!', 'TUTOR', 'FOUND', ',', 'NOW', 'REVIEWING', 'PROBLEM', 'AT', 'NO', 'CHARGE', 'SESSION', 'STARTED', 'AT', '7:50', 'PM', 'Hi', 'Emma', '!', 'My', 'name', 'is', 'Mr.', 'Mahato', 'and', 'I', 'will', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'How', 'are', 'you', '?']",15,337633
"['What', 'have', 'you', 'tried', 'so', 'far', 'on', 'that', 'problem', '?']",14,337633
"['Could', 'you', 'please', 'tell', 'me', 'exactly', 'where', 'is', 'the', 'confusion', 'in', 'part', '(', 'b', ')', '?']",12,337633
"['My', 'name', 'is', 'Mr.', 'Varma', 'and', 'I', 'will', 'be', 'your', 'math', 'tutor', 'for', 'this', 'session', '.', 'How', 'are', 'you', '?']",6,337684
"['May', 'I', 'know', 'the', 'subject', 'you', 'have', 'been', 'studying', '?']",12,337684
"['Unfortunately', ',', 'I', 'am', 'a', 'math', 'tutor', 'and', 'I', 'am', 'not', 'quite', 'familiar', 'with', 'Chemistry', '.', 'I', 'apologize', 'for', 'the', 'inconvenience', 'and', 'to', 'take', 'help', 'on', 'this', 'question', 'from', 'a', 'chemistry', 'tutor', '.', 'Is', 'there', 'something', 'in', 'math', 'that', 'you', 'need', 'help', 'with', '?', 'suggest', 'to', '*']",13,337684
"['Want', 'to', 'hear', 'a', 'Pro', 'Yup', 'Tip?', '...', 'Yes', '?', '🎁', ':', 'SESSION', 'STARTED', 'AT', '8:31', 'PM', 'Hi', 'Mari', '!', 'My', 'name', 'is', 'Mr.', 'Mutisya', 'and', 'I', 'will', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'How', 'are', 'you', '?']",13,337925
"['I', ""'m"", 'not', 'quite', 'sure', 'what', 'the', 'notation', 'here', 'means', '.', 'Do', 'you', 'have', 'an', 'example', 'of', 'a', 'problem', 'similar', 'to', 'this', 'from', 'class', '?']",33,337925
"['So', 'your', 'teacher', 'has', ""n't"", 'done', 'similar', 'problems', 'for', 'your', 'notes', 'in', 'class', 'with', 'the', 'H', '?']",6,337925
"['Hi', '!', 'My', 'name', 'is', 'Ms.', 'DeShazo', 'and', 'I', 'will', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'How', 'are', 'you', '?']",45,338024
"['Have', 'you', 'gotten', 'started', 'on', 'it', '?']",41,338024
"['please', 'give', 'me', 'a', 'moment', 'to', 'look', 'over', 'the', 'problem', 'first', 'we', 'need', 'to', 'use', 'the', 'information', 'provided', 'to', 'find', 'the', 'Z', 'score', '.', 'Do', 'you', 'have', 'the', 'formula', 'for', 'that', '?']",140,338024
"['Have', 'you', 'started', 'working', 'on', 'your', 'problem', '?', 'Take', 'a', '', '📷', 'of', 'any', 'work', 'you', '’ve', 'done', 'so', 'the', 'tutor', 'can', 'review', 'it', 'to', 'better', 'help', 'you', '!', 'SESSION', 'STARTED', 'AT', '5:23', 'PM', 'Hi', '!', 'My', 'name', 'is', 'Ms.', 'Xymines', 'and', 'I', 'will', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'How', 'are', 'you', '?']",11,338151
"['I', 'am', 'good', ',', 'thanks', '!', 'Can', 'you', 'send', 'a', 'clearer', 'image', 'of', 'this', 'problem', '?']",48,338151
"['Unfortunately', ',', 'I', 'am', 'unable', 'to', 'help', 'you', 'with', 'this', 'problem', 'as', 'it', 'is', 'outside', 'of', 'my', 'area', 'of', 'expertise', '.', '', 'If', 'you', '’d', 'like', 'to', 'ask', 'another', 'tutor', ',', 'please', 'end', 'the', 'session', 'and', 'submit', 'a', 'new', 'request', '.', 'Otherwise', ',', 'is', 'there', 'something', 'else', 'I', 'can', 'help', 'you', 'with', '?']",24,338151
"['Have', 'you', 'done', 'any', 'work', 'on', 'this', 'problem', '?', 'TUTOR', 'FOUND', ',', 'NOW', 'REVIEWING', 'PROBLEM', 'AT', 'NO', 'CHARGE', 'If', 'so', ',', '📷', 'it', '!', 'Sharing', 'even', 'the', 'tiniest', 'bit', 'of', 'work', 'will', 'help', 'your', 'tutor', 'help', 'you', '.', 'SESSION', 'STARTED', 'AT', '17:54', 'Hi', '!', 'My', 'name', 'is', 'Ms.', 'Xymines', 'and', 'I', 'will', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'How', 'are', 'you', '?']",21,338159
"['I', 'am', 'good', 'thanks', '!', 'Is', 'this', 'a', 'test', 'you', 'are', 'currently', 'on', '?']",62,338159
"['Okay', 'no', 'worries', '!', 'Is', 'this', 'for', 'a', 'test', '?']",21,338159
"['SESSION', 'STARTED', 'AT', '12:27', 'PM', 'Hi', '!', 'My', 'name', 'is', 'Mr.', 'Badlato', 'and', 'I', 'will', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'How', 'are', 'you', '?']",15,338272
"['Great', 'thanks', '!', 'What', 'do', 'you', 'need', 'help', 'with', 'today', '?']",11,338272
"['Great', '!', '', 'Is', 'this', 'a', 'test', '?']",3,338272
"['No', 'worries', '😌', 'your', 'tutor', 'can', 'help', 'you', 'from', 'the', 'beginning', '!', 'SESSION', 'STARTED', 'AT', '4:31', 'PM', 'Hello', 'Naguib', 'S', '!', 'Welcome', 'to', 'Yup', '!', 'I', '’m', 'Mr.', 'Kamireddy', 'and', 'I', '’ll', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'How', 'are', 'you', 'today', '?']",13,338582
"['How', 'may', 'I', 'assist', 'you', 'in', 'this', 'session', '?']",15,338582
"['Do', 'you', 'have', 'any', 'specific', 'math', 'problem', 'that', 'you', 'need', 'help', 'with', '?']",10,338582
"['Well', '…', '.', 'while', 'we', 'wait', ',', 'here', '’s', 'a', 'tip', 'to', 'make', 'your', 'Yup', 'experience', 'even', 'better', '🏆', 'Yup', 'tutors', 'will', 'work', 'with', 'you', 'to', 'complete', 'your', 'whole', '📝', 'or', 'just', 'one', 'problem', '.', 'It', ""'s"", 'up', 'to', 'you', '!', 'SESSION', 'STARTED', 'AT', '12:40', 'PM', 'Hi', '!', 'My', 'name', 'is', 'Mr.', 'Bokam', 'and', 'I', 'will', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'How', 'are', 'you', '?']",8,338634
"['What', 'have', 'you', 'tried', 'so', 'far', 'on', 'this', 'problem', '?']",8,338634
"['Do', 'you', 'have', 'any', 'thoughts', 'on', 'what', 'we', 'could', 'try', 'first', '?']",8,338634
"['Totally', 'ok', '-', 'you', 'and', 'your', 'tutor', 'can', 'start', 'at', 'the', 'beginning', '.', 'The', 'magic', 'will', 'still', 'happen', '✨', 'SESSION', 'STARTED', 'AT', '11:08', 'AM', 'Hi', '!', 'My', 'name', 'is', 'Ms.', 'Thomas', 'and', 'I', 'will', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'How', 'are', 'you', ',', 'Gracie', '?']",8,338737
"['How', 'can', 'I', 'help', 'you', '?']",7,338737
"['What', 'did', 'you', 'do', 'so', 'far', '?']",12,338737
"['Have', 'you', 'made', 'any', 'progress', ',', 'or', 'do', 'you', 'have', 'any', 'ideas', 'how', 'to', 'start', 'this', 'problem', '?']",50,338981
"['That', ""'s"", 'df', '/', 'dy', '?']",17,338981
"['Ok', ',', 'it', ""'s"", 'very', 'very', 'close', '.', 'Where', 'did', '6', 'in', '6e^3y', 'come', 'from', '?']",9,338981
"['What', 'question', 'can', 'I', 'help', 'you', 'with', '?']",11,339034
"['That', ""'s"", 'my', 'name', 'Were', 'you', 'looking', 'for', 'help', 'with', 'a', 'physics', 'question', '?']",7,339034
"['What', 'question', 'can', 'I', 'help', 'you', 'with', '?']",64,339034
"['Sure', '!', 'SESSION', 'STARTED', 'AT', '9:13', 'PM', 'Hi', '!', 'My', 'name', 'is', 'Mr.', 'Bokam', 'and', 'I', 'will', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'How', 'are', 'you', '?']",6,339053
"['Great', '!', 'What', 'have', 'you', 'tried', 'so', 'far', 'on', 'this', 'problem', '?']",15,339053
"['Do', 'you', 'have', 'idea', 'about', 'proportions', '?']",10,339053
"['Welcome', 'back', '😀', 'jessica', '.', 'I', ""'m"", 'finding', 'you', 'a', 'tutor', 'ASAP', '.', 'BTW', ',', 'the', 'tutor', 'will', 'spend', 'a', 'minute', 'reviewing', 'your', 'problem', 'so', 'when', 'the', 'session', 'begins', ',', 'you', 'can', 'quickly', 'jump', 'into', 'it', '!', 'TUTOR', 'FOUND', ',', 'NOW', 'REVIEWING', 'PROBLEM', 'AT', 'NO', 'CHARGE', 'SESSION', 'STARTED', 'AT', '1:35', 'PM', 'Hi', 'jessica', '!', 'My', 'name', 'is', 'Mr.', 'Mahato', 'and', 'I', 'will', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'How', 'are', 'you', '?']",5,339103
"[':)', 'Can', 'you', 'please', 'give', 'me', 'a', 'few', 'minutes', 'to', 'go', 'over', 'the', 'problem', '?']",9,339103
"['Thank', 'you', '!', 'What', 'have', 'you', 'tried', 'so', 'far', 'on', 'that', 'problem', '?']",19,339103
"['Hi', '!', 'My', 'name', 'is', 'M.', 'Joy', '', 'de', '', 'Jesus', 'and', 'I', 'will', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'How', 'are', 'you', '?', 'I', 'am', 'fine', ':)', 'I', 'have', 'reviewed', 'your', 'problem', '.', 'We', 'will', 'find', 'the', 'answer', 'together', 'in', 'no', 'time', '!', 'Are', 'you', 'ready', 'to', 'begin', 'now', '?', 'I', 'am', 'going', 'to', 'now', 'ask', 'you', 'a', 'couple', 'questions', 'about', 'your', 'understanding', 'of', 'the', 'problem', 'so', 'I', 'can', 'figure', 'out', 'where', 'you', 'are', 'stuck', '.', 'This', 'will', 'help', 'the', 'session', 'go', 'faster', '!', 'The', 'more', 'information', 'you', 'provide', 'the', 'quicker', 'we', 'will', 'be', 'able', 'to', 'solve', 'your', 'problem', ':)', 'How', 'much', 'progress', 'have', 'you', 'made', '?']",156,339231
"['Okay', ':)', 'How', 'can', 'we', 'find', 'the', 'volume', 'of', 'the', 'solid', 'given', '?']",46,339231
"['It', 'depends', '.', 'Did', 'you', 'cut', 'the', 'figure', 'into', 'parts', 'to', 'solve', 'for', 'the', 'area', '?']",219,339231
"['Alright', ',', 'what', 'do', 'you', 'have', 'in', 'mind', '?', 'How', 'can', 'we', 'solve', 'this', 'part', 'of', 'the', 'problem', '?']",59,339240
"['Would', 'you', 'like', 'to', 'give', 'it', 'a', 'try', 'and', 'let', 'me', 'know', 'your', 'answer', 'for', 'me', 'to', 'check', 'it', '?']",19,339240
"['Do', 'you', 'have', 'any', 'questions', 'you', 'would', 'like', 'to', 'ask', 'about', 'this', 'problem', '?']",1,339240
"['Yup', 'tips', 'help', 'you', 'have', 'the', 'best', 'session', 'ever', '🎯', 'Yup', 'tutors', 'will', 'work', 'with', 'you', 'to', 'complete', 'your', 'whole', '📝', 'or', 'just', 'one', 'problem', '.', 'It', ""'s"", 'up', 'to', 'you', '!', 'Sure', '!', 'Remember', 'that', 'you', 'can', 'not', 'learn', 'without', 'making', 'mistakes', '.', 'Do', 'not', 'let', 'failure', 'discourage', 'you', 'from', 'reaching', 'your', 'potential', '!', '💪', 'It', 'should', 'n’t', 'be', 'too', 'much', 'longer', '.', 'Ca', 'n’t', 'wait', 'for', 'you', 'to', 'get', 'your', 'learn', 'on', '!', 'TUTOR', 'FOUND', ',', 'NOW', 'REVIEWING', 'PROBLEM', 'AT', 'NO', 'CHARGE', 'SESSION', 'STARTED', 'AT', '4:23', 'PM', 'Hi', 'my', 'name', 'is', 'Ani', ',', 'how', 'are', 'you', 'doing', '?']",19,339246
"['Have', 'you', 'solved', 'systems', 'of', 'equations', 'in', 'class', '?']",18,339246
"['So', 'which', '2', 'equations', 'would', 'we', 'use', 'to', 'do', 'this', '?']",11,339246
"['Nice', 'to', 'see', 'you', 'again', '.', '😊', '', 'A', 'tutor', 'will', 'be', 'with', 'you', 'any', 'moment', '.', 'SESSION', 'STARTED', 'AT', '1:35', 'AM', 'Hello', 'Keee', 'K', '!', 'Welcome', 'to', 'Yup', '!', 'I', '’m', 'Mr.', 'Kamireddy', 'and', 'I', '’ll', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'How', 'are', 'you', 'today', '?']",18,339387
"['What', 'have', 'you', 'tried', 'on', 'this', 'problem', '?']",36,339387
"['Can', 'you', 'share', 'your', 'work', '?']",36,339387
"['Sure', '!', 'Sending', 'a', '📷', 'of', 'the', 'progress', 'you', '’ve', 'made', 'helps', 'you', 'arrive', 'at', 'a', 'solution', 'faster', '.', '🏃', 'TUTOR', 'FOUND', ',', 'NOW', 'REVIEWING', 'PROBLEM', 'AT', 'NO', 'CHARGE', 'Okay', 'looks', 'like', 'you', '’re', 'ready', 'to', 'go', '😇', 'It', 'should', 'n’t', 'be', 'too', 'much', 'longer', '.', 'Ca', 'n’t', 'wait', 'for', 'you', 'to', 'get', 'your', 'learn', 'on', '!', 'SESSION', 'STARTED', 'AT', '9:09', 'PM', 'Hi', '!', 'My', 'name', 'is', 'Mr.', 'Kushwaha', 'and', 'I', 'will', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'How', 'are', 'you', '?']",8,339615
"['Are', 'you', 'currently', 'taking', 'a', 'graded', 'quiz', '?']",6,339615
"['I', 'am', 'looking', 'over', 'the', 'work', 'now', '.', 'Just', 'a', 'second', '.', 'That', 'was', 'hard', '!', 'Nice', 'work', ':)', 'So', ',', 'you', 'got', 'the', 'equations', 'correctly', '.', 'Exactly', 'where', 'did', 'you', 'get', 'stuck', '?']",8,339615
"['Welcome', 'back', '', 'to', 'Yup', '!', 'I', '’m', 'Ms.', 'Nguyen', 'and', 'I', '’ll', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'How', 'are', 'you', 'today', '?']",12,339858
"['Great', '!', 'I', ""'ve"", 'looked', 'over', 'your', 'problem', '.', 'Can', 'you', 'tell', 'me', 'more', 'about', 'what', 'you', ""'ve"", 'tried', 'working', 'on', 'the', 'problem', 'so', 'far', '?', 'No', 'worries', '!', 'Let', 'me', 'explain', 'what', 'the', 'problem', 'is', 'aksing', '.']",101,339858
"['Is', 'that', 'clear', '?']",60,339858
"['Yes', ',', 'they', 'are', '.', ':)', 'Do', 'you', 'need', 'more', 'help', '?']",31,339874
"['Okay', 'great', '!', 'Can', 'you', 'tell', 'me', 'why', 'you', 'think', 'A', 'is', 'the', 'answer', 'to', 'this', 'one', '?']",85,339874
"['Hmm', ',', 'can', 'you', 'double', 'check', 'the', 'values', '?']",54,339874
"['👍', '👍', 'It', '’s', 'sent', '!', 'You', '’ll', 'be', 'done', 'with', 'your', 'homework', 'in', 'no', 'time', '.', 'TUTOR', 'FOUND', ',', 'NOW', 'REVIEWING', 'PROBLEM', 'AT', 'NO', 'CHARGE', 'SESSION', 'STARTED', 'AT', '1:38', 'PM', 'Hi', '!', 'My', 'name', 'is', 'Mr.', 'Esguerra', 'and', 'I', 'will', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'How', 'are', 'you', '?']",4,339943
"['I', 'know', 'you', 'might', 'be', 'frustrated', ',', 'but', 'handing', 'out', 'easy', 'answers', 'goes', 'against', 'our', 'Pledge', 'and', 'hurts', 'you', 'in', 'the', 'long', 'run', '.', 'If', 'you', 'can', 'work', 'with', 'me', ',', 'we', 'can', 'get', 'to', 'the', 'answer', 'quickly', ':)', 'Where', 'are', 'you', 'stuck', '?', ':)']",8,339943
"['Great', '!', 'Do', 'you', 'have', 'an', 'idea', 'or', 'an', 'initial', 'solution', 'so', 'far', '?']",7,339943
"['Karlee', ',', 'I', '’m', 'so', 'excited', 'you', '’re', 'back', '!', 'I', '’ll', 'move', 'you', 'up', 'to', 'the', 'front', 'of', 'the', 'line', '😉', 'BTW', ',', 'the', 'tutor', 'will', 'spend', 'a', 'minute', 'reviewing', 'your', 'problem', 'so', 'when', 'the', 'session', 'begins', ',', 'you', 'can', 'start', 'solving', 'as', 'quickly', 'as', 'possible', '.', 'SESSION', 'STARTED', 'AT', '4:51', 'PM', 'Hi', '!', 'My', 'name', 'is', 'Ms.', 'DeShazo', 'and', 'I', 'will', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'How', 'are', 'you', '?']",7,339962
"['That', ""'s"", 'good', 'to', 'hear', '.', 'Have', 'you', 'gotten', 'started', 'on', 'this', 'problem', '?']",6,339962
"['Are', 'the', 'directions', 'to', 'simplify', '?']",6,339962
"['Hi', 'Mahwish', '!', 'My', 'name', 'is', 'Mr.', 'Mahato', 'and', 'I', 'will', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'How', 'are', 'you', '?']",14,339963
"['Thanks', 'for', 'asking', '!', 'Okay', '!', 'what', 'have', 'you', 'tried', 'so', 'far', 'on', 'that', 'problem', '?']",44,339963
"['No', 'worries', '!', 'Can', 'you', 'tell', 'me', 'what', 'you', 'think', 'we', 'should', 'do', 'first', '?']",33,339963
"['I', ""'m"", 'good', 'too', ',', 'thanks', 'for', 'asking', '!', 'Can', 'you', 'give', 'me', 'a', 'minute', 'to', 'review', 'this', 'binomial', 'expansion', 'problem', '?']",13,340154
"['I', 'have', 'reviewed', 'your', 'problem', '.', 'We', 'will', 'find', 'the', 'answer', 'together', 'in', 'no', 'time', '!', 'Are', 'you', 'ready', 'to', 'begin', 'now', '?']",6,340154
"['Okay', '!', 'First', ',', 'can', 'you', 'tell', 'me', 'what', 'you', 'know', 'about', 'binomial', 'expansion', '?']",35,340154
"['Sure', '!', 'Asking', '❓', 'is', 'a', 'great', 'way', 'to', 'make', 'sure', 'you', 'understand', 'what', 'is', 'going', 'on', '.', 'Your', 'tutor', 'will', 'be', 'ready', 'to', 'connect', 'really', 'soon', '.', 'So', 'exciting', '!', '🎉', 'TUTOR', 'FOUND', ',', 'NOW', 'REVIEWING', 'PROBLEM', 'AT', 'NO', 'CHARGE', 'Hi', '!', 'My', 'name', 'is', 'Ms.', 'DeShazo', 'and', 'I', 'will', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'How', 'are', 'you', '?']",11,340180
"['If', 'you', 'multiply', 'the', 'fraction', '4/3', 'by', '8', ',', 'you', 'will', 'get', 'a', 'fraction', '.', '<url>', 'Do', 'you', 'recall', 'multiplying', 'with', 'fractions', '?']",53,340180
"['To', 'multiply', 'these', ',', 'we', 'would', 'first', 'write', '8', 'as', 'a', 'fraction', '.', 'How', 'can', 'we', 'write', 'a', 'whole', 'number', 'as', 'a', 'fraction', '?']",29,340180
"['Do', 'you', 'have', 'any', 'work', 'for', '#', '1', 'so', 'far', '?']",8,340308
"['No', 'worries', '!', 'Do', 'you', 'have', 'any', 'thoughts', 'about', 'how', 'you', 'might', 'begin', '?']",28,340308
"['Do', 'you', 'know', 'the', 'units', 'of', 'pressure', '?']",6,340308
"['Heads', 'up', '!', 'After', 'the', 'tutor', 'reviews', 'your', 'problem', 'they', 'might', 'ask', 'you', 'a', '❓', 'about', 'where', 'you', ""'re"", 'stuck', '.', 'Hello', 'Quinton', '!', 'I', 'am', 'Usha', ',', 'your', 'math', 'tutor', 'for', 'the', 'session', '!', 'Have', 'you', 'started', 'working', 'on', 'it', '?']",59,340337
"['No', 'worries', '!', 'I', 'can', 'guide', 'you', 'on', 'solving', 'the', 'problem', '!', 'Are', 'you', 'familiar', 'with', 'words', 'like', 'scalene', ',', 'isosceles', 'and', 'equilateral', '?']",18,340337
"['Cool', ':)', 'We', 'now', 'need', 'to', 'say', 'to', 'which', 'category', 'the', 'triangle', 'belongs', 'to', '.', 'The', 'sides', 'are', 'not', 'labelled', '.', 'What', 'can', 'we', 'say', 'about', 'the', 'base', 'angles', '?', '<url>']",26,340337
"['Alright', 'what', 'exactly', 'do', 'you', 'need', 'help', 'with', '?']",61,340367
"['But', 'this', 'is', 'asking', 'for', 'the', 'rate', 'of', 'which', 'it', 'grows', 'correct', '?']",20,340367
"['Yes', 'so', 'I', 'believe', 'that', 'this', 'means', 'rate', '?']",18,340367
"['Giving', 'easy', 'answers', 'goes', 'against', 'our', 'Pledge', '.', 'When', 'we', 'work', 'together', 'to', 'solve', 'the', 'problem', ',', 'we', 'get', 'to', 'the', 'answer', 'faster', 'and', 'you', 'learn', 'more', '!', 'Okay', '?']",53,340394
"['I', 'am', 'going', 'through', 'your', 'question', '.', 'How', 'far', 'have', 'you', 'gotten', 'on', 'this', 'problem', '?']",25,340394
"['No', 'worries', '!', 'They', 'have', 'given', 'formula', 'for', 'finding', 'the', 'cost', 'of', 'job', 'in', 'both', 'the', 'cases', '.', 'If', 'the', 'number', 'of', 'hours', 'worked', 'is', 'x', ',', 'can', 'you', 'write', 'down', 'the', 'expression', 'for', 'the', 'cost', 'of', 'job', 'in', 'each', 'case', '?', 'Please', 'give', 'it', 'a', 'try', '.']",97,340394
"['How', 'are', 'you', 'doing', 'today', '?']",6,340548
"['Why', 'are', 'you', 'unsure', 'about', 'what', 'you', 'did', '?']",12,340548
"['Is', 'there', 'anything', 'else', 'I', 'can', 'help', 'you', 'with', '?']",5,340548
"['Hello', 'Anne', '!', 'Welcome', 'to', 'Yup', '!', 'I', '’m', 'Mr.', 'K', 'and', 'I', '’ll', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'How', 'are', 'you', 'today', '?', 'SESSION', 'STARTED', 'AT', '9:05', 'AM', 'Can', 'you', 'tell', 'me', 'how', 'far', 'you', 'have', 'gotten', 'on', 'the', 'work', '?']",39,340671
"['Is', 'it', 'clear', 'to', 'you', 'now', '?']",9,340671
"['Can', 'you', 'give', 'a', 'try', 'now', '?']",20,340671
"['Welcome', 'to', 'Yup', '!', 'I', '’m', 'Mr.', 'Kamireddy', 'and', 'I', '’ll', 'be', 'your', 'tutor', 'for', 'this', 'session', '.', 'How', 'are', 'you', 'today', '?']",0,340742
"['What', 'do', 'you', 'remember', 'about', 'the', 'domain', 'of', 'a', 'function', '?']",14,340742
"['Good', '!', 'Can', 'you', 'equate', 'it', 'to', '0', 'and', 'solve', 'for', 'x', '?']",10,340742
"['Do', 'we', 'have', 'to', 'find', 'the', 'value', 'of', 'c', '?']",0,340784
"['Can', 'you', 'tell', 'me', 'how', 'far', 'you', 'have', 'gotten', 'on', 'this', 'problem', '?']",9,340784
